Episode,Total Reward,Actor Loss,Critic Loss,Collision Count,Completion Time,Termination State,Step Count,Distance To Goal
225,461.6582384882193,-0.0681918440386653,0.0340375704690814,0,20.86,{'Drone1': 'Goal Reached'},30,0.3652692521280018
226,718.2896886014773,0.05329148145392537,0.4150135722011328,0,43.85,{'Drone1': 'Goal Reached'},67,0.26805790421482895
227,514.6052910920245,0.18146556615829468,0.21040768548846245,0,28.91,{'Drone1': 'Goal Reached'},43,0.4170619914830462
228,396.827770224655,-0.0082090029027313,0.15400039590895176,0,17.62,{'Drone1': 'Goal Reached'},23,0.37889067415965694
229,393.52630770311566,-0.08580092154443264,0.050759145990014076,0,19.33,{'Drone1': 'Goal Reached'},26,0.48528379449312364
230,409.4533012493366,-0.07249394617974758,0.0076135724084451795,0,18.40,{'Drone1': 'Goal Reached'},24,0.35099118060130763
231,383.3459871369496,-0.07843498140573502,0.0055075036361813545,0,16.41,{'Drone1': 'Goal Reached'},23,0.42864119487877844
232,374.75688280832145,-0.06346143316477537,0.007942477590404451,0,19.03,{'Drone1': 'Goal Reached'},25,0.48498616408480694
233,434.53094198906814,-0.07141823135316372,0.02696796925738454,0,19.13,{'Drone1': 'Goal Reached'},27,0.40060633882712976
234,381.6833326429892,-0.037716276943683624,0.03605854697525501,0,17.49,{'Drone1': 'Goal Reached'},23,0.418553728311833
235,424.44485235227995,-0.08012842014431953,0.0626760357990861,0,21.43,{'Drone1': 'Goal Reached'},31,0.3830142252744055
236,605.7369161907543,0.4884709566831589,0.3419892117381096,0,36.45,{'Drone1': 'Goal Reached'},53,0.23620992585074208
237,689.161567567086,0.48115337640047073,0.21074314415454865,0,37.80,{'Drone1': 'Goal Reached'},57,0.29415595230036945
238,857.363951408935,0.22563170082867146,0.46384185552597046,1,70.97,{'Drone1': 'Goal Reached'},107,0.32507683002429133
239,368.3345583659146,-0.019035239703953266,0.2960280291736126,0,16.43,{'Drone1': 'Goal Reached'},21,0.42057939700354213
240,398.9303545920986,0.004816436950932257,0.09298675693571568,0,16.54,{'Drone1': 'Goal Reached'},21,0.2580283455816588
241,370.447963934949,-0.05720588471740484,0.054438987746834755,0,14.53,{'Drone1': 'Goal Reached'},20,0.405957401548233
242,361.05094952943307,-0.06195320654660463,0.008713943068869412,0,15.63,{'Drone1': 'Goal Reached'},20,0.4477555372969932
243,585.2050784452473,0.18064706772565842,0.6948269754648209,0,37.04,{'Drone1': 'Goal Reached'},54,0.20541024496200974
244,466.0085224542862,-0.017419375537429005,0.20138919726014137,0,26.44,{'Drone1': 'Goal Reached'},39,0.20740887596766602
245,531.0951924756033,-0.05798365827649832,0.05462909210473299,0,25.08,{'Drone1': 'Goal Reached'},36,0.4714342148933673
246,410.4938221834865,-0.03544533904641867,0.20896106585860252,0,16.16,{'Drone1': 'Goal Reached'},21,0.1666424065543618
247,415.5798677194703,-0.062381925992667675,0.07944860216230154,0,15.04,{'Drone1': 'Goal Reached'},20,0.1390676623655062
248,398.38810413673764,-0.06788408476859331,0.05022991821169853,0,20.38,{'Drone1': 'Goal Reached'},27,0.3817710955989845
249,467.8321803733585,-0.08609244599938393,0.01640164735727012,0,16.48,{'Drone1': 'Goal Reached'},23,0.0884380916520923
250,549.3987198778558,-0.009265319520636695,0.23397989571094513,0,29.39,{'Drone1': 'Goal Reached'},42,0.445937852224199
251,388.98096839719443,-0.07218758016824722,0.037154827266931534,0,15.82,{'Drone1': 'Goal Reached'},22,0.33928066460436906
252,425.557320568794,-0.07983703911304474,0.06750026065856218,0,22.72,{'Drone1': 'Goal Reached'},33,0.489871391174133
253,449.8678905925545,-0.06596583314239979,0.017833851044997573,0,22.85,{'Drone1': 'Goal Reached'},31,0.34090041123116294
254,385.09484209078636,-0.063310157507658,0.038925772067159414,0,16.52,{'Drone1': 'Goal Reached'},23,0.3484088418027304
255,388.1468120973783,-0.05848846212029457,0.02020413032732904,0,16.50,{'Drone1': 'Goal Reached'},23,0.3787583202253283
256,438.013366991618,-0.07040578871965408,0.011732811981346458,0,16.64,{'Drone1': 'Goal Reached'},23,0.11983664435552617
257,469.215145521581,-0.0717693530023098,0.04896171856671572,0,21.21,{'Drone1': 'Goal Reached'},29,0.23805114777481745
258,395.209882095501,-0.07211636565625668,0.024210946401581168,0,16.98,{'Drone1': 'Goal Reached'},24,0.4554414674994316
259,501.35941266547513,0.027990130707621574,0.15904448926448822,0,25.78,{'Drone1': 'Goal Reached'},38,0.24742979091421655
260,391.8541358242935,-0.05923061352223158,0.025113824987784028,0,16.88,{'Drone1': 'Goal Reached'},22,0.31837095785324654
261,380.0134900390909,-0.0815434567630291,0.006152805464807898,0,15.16,{'Drone1': 'Goal Reached'},21,0.37317478716619695
262,448.15255088594307,-0.06082883756607771,0.06610254943370819,0,18.96,{'Drone1': 'Goal Reached'},27,0.23765025368114295
263,448.0003517152096,-0.03903845977038145,0.05874145310372114,0,23.38,{'Drone1': 'Goal Reached'},33,0.31736458064037215
264,612.1531894218056,1.2902736067771912,0.33160560578107834,0,37.00,{'Drone1': 'Goal Reached'},56,0.3502779381658907
265,431.16316814432906,-0.06506571918725967,0.044725075364112854,0,22.56,{'Drone1': 'Goal Reached'},31,0.4997563825404408
266,378.6622664510038,-0.0648360513150692,0.10057049617171288,0,16.47,{'Drone1': 'Goal Reached'},21,0.3370262482607686
267,363.156803472107,-0.05429248232394457,0.0385316819883883,0,13.89,{'Drone1': 'Goal Reached'},19,0.39220848488657495
268,428.1885308084627,0.013551364187151194,0.12383175455033779,0,21.43,{'Drone1': 'Goal Reached'},31,0.3042988134629131
269,410.0710748872334,-0.07414542138576508,0.006388755980879068,0,17.08,{'Drone1': 'Goal Reached'},24,0.2780003003875863
270,487.8152971296553,14.43896770477295,0.15726711601018906,0,25.98,{'Drone1': 'Goal Reached'},36,0.3890586560909381
271,466.97631296127895,-0.06557286996394396,0.029808676801621914,0,22.59,{'Drone1': 'Goal Reached'},33,0.22633769111468818
272,418.95553030956455,-0.04552374221384525,0.01871399092487991,0,18.69,{'Drone1': 'Goal Reached'},25,0.3020549345429636
273,424.8761776525322,-0.07646249979734421,0.049672652035951614,0,19.57,{'Drone1': 'Goal Reached'},28,0.35481874917081013
274,472.9450461039761,-0.07207909040153027,0.039755430072546005,0,24.07,{'Drone1': 'Goal Reached'},33,0.21608988517726055
275,376.1966225574593,-0.073546526953578,0.0988379530608654,0,16.21,{'Drone1': 'Goal Reached'},21,0.39392202772303986
276,400.0800907979033,-0.08211424201726913,0.013057879754342139,0,16.42,{'Drone1': 'Goal Reached'},23,0.2830476985117648
277,607.5974612363311,-0.022691838908940554,0.28115246817469597,0,33.37,{'Drone1': 'Goal Reached'},48,0.48770895086991073
278,444.8468199487032,-0.07220088131725788,0.017814828315749764,0,20.24,{'Drone1': 'Goal Reached'},29,0.4323147178163795
279,450.59413618450526,-0.05340520851314068,0.024874101858586073,0,24.47,{'Drone1': 'Goal Reached'},36,0.45817524113695923
280,397.88470755060433,-0.07577091082930565,0.032538462430238724,0,18.54,{'Drone1': 'Goal Reached'},26,0.44877395643873813
281,553.4122204152111,-0.06748504936695099,0.1728690192103386,2,33.23,{'Drone1': 'Goal Reached'},47,0.17801769356011204
282,465.0884323713666,-0.0666745025664568,0.006076349527575076,0,21.52,{'Drone1': 'Goal Reached'},29,0.4901859782847809
283,878.940673526658,0.09029302396811545,0.3731939122080803,1,67.32,{'Drone1': 'Goal Reached'},100,0.359365687164956
284,387.1440888677378,-0.060937656089663506,0.23093004897236824,0,19.03,{'Drone1': 'Goal Reached'},25,0.43132036172507826
285,362.8830732243717,-0.03127152565866709,0.18296929448843002,0,16.27,{'Drone1': 'Goal Reached'},21,0.4074380372051649
286,388.9991005419755,-0.08221890404820442,0.03709164075553417,0,19.41,{'Drone1': 'Goal Reached'},26,0.38166897015189005
287,386.09064820155487,-0.07502543739974499,0.010362747125327587,0,17.16,{'Drone1': 'Goal Reached'},24,0.4120663149354045
288,665.1481735695008,0.10711437277495861,0.48587192595005035,0,38.34,{'Drone1': 'Goal Reached'},58,0.26363375438705566
289,459.9261962803883,-0.0720591302961111,0.010912999510765076,0,17.76,{'Drone1': 'Goal Reached'},25,0.11927763680644336
290,377.3101081557495,-0.07806672155857086,0.026366483885794878,0,18.93,{'Drone1': 'Goal Reached'},27,0.45256392730063527
291,380.40413205417866,-0.0649090651422739,0.003909610240953043,0,16.46,{'Drone1': 'Goal Reached'},23,0.30005900208156083
292,385.6552246934931,-0.07638019323348999,0.0081441649235785,0,19.01,{'Drone1': 'Goal Reached'},25,0.4403566849210239
293,860.2881948197569,0.7008186141029,0.5640105716884136,2,62.33,{'Drone1': 'Goal Reached'},95,0.1856955218269878
294,601.4847248734891,0.2588785272091627,0.18164042010903358,0,36.22,{'Drone1': 'Goal Reached'},54,0.25753846584090034
295,651.7588337537273,0.08507753908634186,0.2496393509209156,0,37.71,{'Drone1': 'Goal Reached'},55,0.34846308743859644
296,944.5811326031368,0.7337319944053888,0.2940920256078243,0,64.47,{'Drone1': 'Goal Reached'},100,0.4282600196471821
297,368.0810518473368,-0.05246064532548189,0.311134472489357,0,16.47,{'Drone1': 'Goal Reached'},22,0.48421298069657875
298,385.97528804284525,-0.03973991796374321,0.17442860081791878,0,14.92,{'Drone1': 'Goal Reached'},20,0.21311900416312232
299,546.0286322997879,0.9096055775880814,0.6173578798770905,6,80.67,{'Drone1': 'Timeout'},120,1.9994590316199548
300,380.1741112486149,-0.059298847801983356,0.05539535917341709,0,15.10,{'Drone1': 'Goal Reached'},21,0.2737166631361118
301,355.4993497057909,-0.03916408005170524,0.03918548300862312,0,13.90,{'Drone1': 'Goal Reached'},19,0.4854286314316444
302,197.8072567868763,0.061749902786687016,0.3486946392804384,1,77.80,{'Drone1': 'Timeout'},120,6.202895844632378
303,240.83155750820612,0.0009037465788424015,0.2033778876066208,19,83.38,{'Drone1': 'Timeout'},120,4.091399287946987
304,424.369241964554,0.17058783117681742,0.5897008664906025,11,81.10,{'Drone1': 'Timeout'},120,4.035930322081854
305,444.8703161059824,0.002123764017596841,0.43130386620759964,0,17.19,{'Drone1': 'Goal Reached'},24,0.1180089950246215
306,591.1593908466581,0.5273062810301781,0.5187457613646984,3,47.96,{'Drone1': 'Goal Reached'},72,0.21397298036822027
307,748.0405371662357,0.45489190611988306,0.442210016772151,2,68.00,{'Drone1': 'Goal Reached'},101,0.3878435027535225
308,758.6771120481644,0.16910507553257048,0.3751655537635088,0,49.50,{'Drone1': 'Goal Reached'},74,0.16599598521936657
309,375.77171737039083,-0.08019192889332771,0.09277896024286747,0,19.08,{'Drone1': 'Goal Reached'},25,0.433410663729643
310,426.51390537273744,-0.0750177800655365,0.021925522480159998,0,15.18,{'Drone1': 'Goal Reached'},21,0.14592941142783095
311,397.0458504205296,-0.07208254374563694,0.009332529385574162,0,17.06,{'Drone1': 'Goal Reached'},24,0.37648467232723404
312,633.6983122725553,0.6878171861171722,0.44462133378358715,4,44.26,{'Drone1': 'Goal Reached'},65,0.2051643308238147
313,428.05939670534076,-0.08018498867750168,0.10291984304785728,0,16.86,{'Drone1': 'Goal Reached'},22,0.15596660170606416
314,1054.8061120780294,0.9088213592767715,0.4707786664366722,0,67.21,{'Drone1': 'Goal Reached'},102,0.3888967046638635
315,387.7753672407824,-0.05768965557217598,0.06128291320055723,0,17.02,{'Drone1': 'Goal Reached'},24,0.46554483091077276
316,553.1704520262462,-0.05352384224534035,0.07889113668352365,0,27.22,{'Drone1': 'Goal Reached'},40,0.3730515047414187
317,751.1061916756778,0.05746335256844759,0.2201824113726616,0,40.15,{'Drone1': 'Goal Reached'},59,0.4623664562711278
318,384.6999736572358,-0.07246112637221813,0.23940235748887062,0,19.09,{'Drone1': 'Goal Reached'},25,0.4460975757800166
319,364.48533354145763,-0.05022233258932829,0.1886660847812891,0,15.35,{'Drone1': 'Goal Reached'},21,0.45106640070638504
320,416.9632579641088,-0.06792289949953556,0.015275484649464488,0,17.20,{'Drone1': 'Goal Reached'},22,0.2211164122727097
321,764.3904701382892,0.044065449852496386,0.3446063398150727,0,42.80,{'Drone1': 'Goal Reached'},65,0.4282594778917419
322,419.91556128980335,-0.07771719619631767,0.035229606088250875,0,19.11,{'Drone1': 'Goal Reached'},27,0.32058800706693424
323,430.31848105081724,-0.07350034639239311,0.03219852317124605,0,20.89,{'Drone1': 'Goal Reached'},30,0.41312147031933444
324,405.62629970876685,-0.08005544915795326,0.012641549110412598,0,17.05,{'Drone1': 'Goal Reached'},24,0.25024912616246225
325,625.3593217841665,-0.0024059564020717517,0.2736978493630886,0,32.63,{'Drone1': 'Goal Reached'},49,0.37151512858611196
326,385.71868992430944,-0.05927670747041702,0.027987464796751738,0,17.62,{'Drone1': 'Goal Reached'},25,0.4488608054932164
327,516.3979871737536,-0.05985040403902531,0.06465626042336226,0,23.40,{'Drone1': 'Goal Reached'},33,0.30821786544297747
328,620.3225251802446,-0.024872140726074576,0.17609507590532303,0,33.85,{'Drone1': 'Goal Reached'},51,0.4913249365254476
329,415.77888792618484,-0.07847556844353676,0.12379573285579681,0,19.62,{'Drone1': 'Goal Reached'},28,0.43110591830757006
330,498.63534401072263,-0.071638572961092,0.035012010019272566,0,23.02,{'Drone1': 'Goal Reached'},32,0.44011018642207606
331,506.3850051821619,-0.07416191697120667,0.030103780329227448,0,23.26,{'Drone1': 'Goal Reached'},34,0.47564600730307
332,415.73586499592,-0.05220272019505501,0.08615772146731615,0,18.86,{'Drone1': 'Goal Reached'},25,0.33009330839694057
333,463.17292332831624,-0.06471418682485819,0.013441439252346754,0,18.93,{'Drone1': 'Goal Reached'},27,0.17933819389154068
334,460.27033426646074,-0.0691578071564436,0.010548590449616313,0,18.99,{'Drone1': 'Goal Reached'},27,0.21804091959705932
335,464.700213869235,-0.07123165018856525,0.026574845425784588,0,20.85,{'Drone1': 'Goal Reached'},30,0.4442001627552324
336,489.91325804520807,-0.011774297337979078,0.026947672478854656,0,23.02,{'Drone1': 'Goal Reached'},32,0.3746202739360511
337,450.28597233359534,-0.06886692345142365,0.044538695365190506,0,21.97,{'Drone1': 'Goal Reached'},32,0.293261764239371
338,452.19050301691766,-0.06887037493288517,0.015941409626975656,0,21.39,{'Drone1': 'Goal Reached'},31,0.4871414469064327
339,401.29083170529077,-0.04898508731275797,0.06166687700897455,0,18.09,{'Drone1': 'Goal Reached'},24,0.4099778910539083
340,532.3415706402915,0.058127496391534805,0.24896978959441185,0,29.48,{'Drone1': 'Goal Reached'},44,0.2921634219336909
341,622.2584064684426,0.11435851640999317,0.3886655494570732,0,39.49,{'Drone1': 'Goal Reached'},58,0.3214103650626164
342,424.1368869507156,-0.06935703568160534,0.05814855545759201,0,21.94,{'Drone1': 'Goal Reached'},30,0.4660230533789924
343,615.4348514083099,0.18013036251068115,0.26282575726509094,0,36.28,{'Drone1': 'Goal Reached'},53,0.39050038888903854
344,539.1697624214904,0.20616939896717668,0.54853181168437,0,77.73,{'Drone1': 'Timeout'},120,1.4472887708235023
345,593.712075857129,0.06501296407077461,0.4216570183634758,0,76.97,{'Drone1': 'Timeout'},120,3.237703846569124
346,576.0165542449382,-0.06022532097995281,0.14731134846806526,0,28.88,{'Drone1': 'Goal Reached'},43,0.49212194917163127
347,807.019317545426,0.20432532671839,0.285619517788291,0,48.95,{'Drone1': 'Goal Reached'},75,0.4791220863246058
348,582.5420456710132,0.006908950861543417,0.14216987788677216,0,30.09,{'Drone1': 'Goal Reached'},43,0.3580775643026954
349,504.87065392801725,-0.06298680510371923,0.06053082272410393,0,25.12,{'Drone1': 'Goal Reached'},37,0.43656414249207054
350,790.6125192042747,0.1655203253030777,0.26291790790855885,0,46.32,{'Drone1': 'Goal Reached'},71,0.2004181035855477
351,584.6417265585899,-0.0649112518876791,0.12450200691819191,0,33.57,{'Drone1': 'Goal Reached'},49,0.3271126278520474
352,431.94929594602064,-0.060882771387696266,0.0807403139770031,0,21.80,{'Drone1': 'Goal Reached'},30,0.4869258336381488
353,390.5466531111479,-0.0038147440063767135,0.04697539983317256,0,19.11,{'Drone1': 'Goal Reached'},25,0.42482846578602906
354,485.891895238796,-0.07568932697176933,0.03335942095145583,0,22.29,{'Drone1': 'Goal Reached'},31,0.3294985257082763
355,558.4864932701448,-0.04707888048142195,0.2655490152537823,0,33.93,{'Drone1': 'Goal Reached'},51,0.22216776455276627
356,558.0126046053585,-0.06055232509970665,0.11592605896294117,0,29.55,{'Drone1': 'Goal Reached'},43,0.32757991288723975
357,410.71456566344006,-0.031583715695887804,0.07102708145976067,0,19.68,{'Drone1': 'Goal Reached'},26,0.464878929431579
358,494.2533400750102,-0.02284652693197131,0.07838509790599346,0,27.81,{'Drone1': 'Goal Reached'},39,0.4110688450666243
359,451.96426248308615,-0.07184629328548908,0.0395115464925766,0,22.60,{'Drone1': 'Goal Reached'},31,0.4115155518010238
360,477.39354754602766,-0.07879472896456718,0.00504406844265759,0,22.09,{'Drone1': 'Goal Reached'},32,0.45779109158135745
361,447.22832463428455,-0.08120100013911724,0.01853789808228612,0,22.67,{'Drone1': 'Goal Reached'},31,0.40063809356700886
362,565.5756596330307,-0.06849412247538567,0.055688793770968914,0,23.92,{'Drone1': 'Goal Reached'},35,0.22910855407421155
363,507.4518577966498,-0.07333395257592201,0.03678097948431969,0,25.25,{'Drone1': 'Goal Reached'},35,0.26994187390017765
364,811.9622679338463,0.028533246368169785,0.2102155238389969,0,42.10,{'Drone1': 'Goal Reached'},64,0.3297226937458252
365,392.82313894835283,-0.029602620750665665,0.22755344212055206,0,18.73,{'Drone1': 'Goal Reached'},25,0.39757124696108465
366,548.0620826690116,-0.07152546010911465,0.026442948263138533,0,24.04,{'Drone1': 'Goal Reached'},35,0.16668938748470583
367,487.3594744340178,-0.015475627966225147,0.0674446877092123,0,18.08,{'Drone1': 'Goal Reached'},24,0.10401511670275733
368,435.03339344344295,-0.061060329899191856,0.012034318060614169,0,20.59,{'Drone1': 'Goal Reached'},28,0.4900704898417355
369,384.1753248139613,0.0028492400306276977,0.028975815512239933,0,17.41,{'Drone1': 'Goal Reached'},23,0.46685593881195103
370,647.7849837349825,-0.0009152973798336461,0.3785841688513756,0,37.25,{'Drone1': 'Goal Reached'},54,0.4724566299777185
371,376.4527282841522,-0.007796123740263283,0.033419996965676546,0,15.78,{'Drone1': 'Goal Reached'},22,0.43646258941196864
372,462.26661951754915,-0.05462102685123682,0.033227435778826475,0,20.27,{'Drone1': 'Goal Reached'},27,0.32122145933918456
373,486.6968302742616,-0.06192213296890259,0.07406789995729923,0,25.50,{'Drone1': 'Goal Reached'},36,0.435099926673635
374,477.68734770464204,-0.07020189240574837,0.021296214777976274,0,23.93,{'Drone1': 'Goal Reached'},33,0.43002797022294587
375,409.13555580380034,-0.01792214158922434,0.07257245294749737,0,15.82,{'Drone1': 'Goal Reached'},22,0.2827926826300468
376,474.225060810704,-0.0738323163241148,0.03760722978040576,0,23.38,{'Drone1': 'Goal Reached'},32,0.43312933474804083
377,538.711608567719,-0.05996239185333252,0.0891806036233902,0,27.02,{'Drone1': 'Goal Reached'},40,0.3663127837339068
378,394.29165600846915,-0.014615782769396901,0.18736788630485535,0,17.45,{'Drone1': 'Goal Reached'},23,0.4376355310450765
379,399.07014188265026,-0.05069537926465273,0.07352899666875601,0,17.04,{'Drone1': 'Goal Reached'},24,0.3375300168029902
380,390.5279046688919,-0.05111250374466181,0.014526391634717584,0,18.38,{'Drone1': 'Goal Reached'},24,0.478671454532862
381,468.623955259681,-0.06588361226022243,0.0994527768343687,0,23.01,{'Drone1': 'Goal Reached'},33,0.3435270809990888
382,428.92517260383084,-0.05781795084476471,0.023234373424202204,0,18.25,{'Drone1': 'Goal Reached'},24,0.2978183325707409
383,573.321000543046,-0.004861473920755088,0.2514697164297104,0,33.43,{'Drone1': 'Goal Reached'},48,0.2655231032917912
384,406.71102054039784,-0.06993834488093853,0.04019974358379841,0,19.06,{'Drone1': 'Goal Reached'},27,0.4960515771491927
385,461.42567268200384,-0.07848330400884151,0.0674236137419939,0,22.02,{'Drone1': 'Goal Reached'},31,0.2474511848876051
386,417.7491228879382,-0.030476082349196076,0.0700019421055913,0,16.86,{'Drone1': 'Goal Reached'},22,0.22118033247569957
387,740.5939301608014,0.14865314960479736,0.36652006953954697,0,46.00,{'Drone1': 'Goal Reached'},68,0.44174276860517053
388,481.3454560711094,-0.07716267555952072,0.011871219146996737,0,20.68,{'Drone1': 'Goal Reached'},29,0.3135074947777289
389,445.47659617054927,-0.07903538085520267,0.027533159591257572,0,21.43,{'Drone1': 'Goal Reached'},29,0.2967025101520575
390,445.8315511191579,-0.055994161404669285,0.08906118012964725,0,24.66,{'Drone1': 'Goal Reached'},34,0.456686061614414
391,378.5785850869674,0.009946864796802402,0.10517954267561436,0,15.66,{'Drone1': 'Goal Reached'},20,0.3335275737452959
392,383.4767309573765,0.06719656381756067,0.0397408795543015,0,15.25,{'Drone1': 'Goal Reached'},21,0.48110135926244474
393,392.2311056820385,-0.06375443283468485,0.028884063940495253,0,16.57,{'Drone1': 'Goal Reached'},23,0.33346330295534177
394,424.5223336022798,-0.07398251816630363,0.06454061437398195,0,18.98,{'Drone1': 'Goal Reached'},27,0.4635323883342346
395,877.6965222081965,0.22811188315972686,0.5909513160586357,0,62.12,{'Drone1': 'Goal Reached'},94,0.2565687404048388
396,558.695262466307,-0.06998782977461815,0.06657467316836119,0,26.12,{'Drone1': 'Goal Reached'},37,0.2701380197142313
397,400.3390445179493,0.005244602682068944,0.31909964233636856,0,13.96,{'Drone1': 'Goal Reached'},19,0.16332671865205226
398,369.33795176949576,-0.026022674748674035,0.1399098951369524,0,14.05,{'Drone1': 'Goal Reached'},19,0.35237619018905775
399,409.60373009135265,-0.07752569578588009,0.029104179237037897,0,16.54,{'Drone1': 'Goal Reached'},23,0.21855910736894718
400,656.1107068962909,0.03132151858881116,0.2790825888514519,0,33.78,{'Drone1': 'Goal Reached'},49,0.3357776843986754
401,699.1402888223087,0.8415133059024811,0.2889934405684471,0,42.26,{'Drone1': 'Goal Reached'},62,0.26245691287636425
402,388.2618420996198,-0.03505738079547882,0.0909943487495184,0,16.43,{'Drone1': 'Goal Reached'},23,0.3383613493699906
403,402.87484875704916,-0.036841634195297956,0.05549520347267389,0,15.57,{'Drone1': 'Goal Reached'},20,0.1845258259655783
404,425.6749563120976,-0.07694071158766747,0.03797742910683155,0,17.73,{'Drone1': 'Goal Reached'},25,0.1776309072271073
405,385.51037816341676,-0.05330544710159302,0.022325833328068256,0,14.57,{'Drone1': 'Goal Reached'},20,0.2676816673862291
406,395.4823907296737,-0.0866327602416277,0.02304587559774518,0,15.27,{'Drone1': 'Goal Reached'},21,0.2584859542605908
407,727.1230179014244,0.2114365315064788,0.47890296147670597,0,42.90,{'Drone1': 'Goal Reached'},65,0.40214400541322565
408,358.9147757601483,-0.058823791332542896,0.219678346067667,0,15.87,{'Drone1': 'Goal Reached'},20,0.49793459866261264
409,600.9798731778101,-0.0401860224083066,0.10459676571190357,0,30.80,{'Drone1': 'Goal Reached'},44,0.45635095625795136
410,506.7130582791544,-0.04760097060352564,0.08249890990555286,0,25.70,{'Drone1': 'Goal Reached'},38,0.4951960378885788
411,443.05382993201584,-0.06798494141548872,0.045721717178821564,0,21.78,{'Drone1': 'Goal Reached'},30,0.48843078480840035
412,448.1372335581157,-0.06955562625080347,0.017947187647223473,0,21.50,{'Drone1': 'Goal Reached'},29,0.46132286673885065
413,832.2167909759582,0.36631133034825325,0.40430402010679245,0,49.03,{'Drone1': 'Goal Reached'},75,0.36832640281005
414,455.398355635402,-0.07843214273452759,0.07885361835360527,0,18.97,{'Drone1': 'Goal Reached'},27,0.4392834042237281
415,411.97739991880013,-0.06786451861262321,0.04880055831745267,0,16.44,{'Drone1': 'Goal Reached'},23,0.4255512824647497
416,728.1836093804318,-0.01131130545400083,0.3295123651623726,0,38.22,{'Drone1': 'Goal Reached'},58,0.4899465779414978
417,456.4301682573849,-0.07874871231615543,0.06521801184862852,0,19.45,{'Drone1': 'Goal Reached'},26,0.14305027308296653
418,424.0346863567766,-0.0652836924418807,0.025296333245933056,0,19.88,{'Drone1': 'Goal Reached'},27,0.4082616341831259
419,397.1003420448293,-0.06601334922015667,0.011284292326308787,0,17.46,{'Drone1': 'Goal Reached'},23,0.36308352268292243
420,567.2473212756945,-0.012625530362129211,0.19204076752066612,0,27.11,{'Drone1': 'Goal Reached'},38,0.19544416838587597
421,464.4253304092036,-0.060015357099473476,0.10614651814103127,0,23.97,{'Drone1': 'Goal Reached'},33,0.43076330777871985
422,370.0654428429095,-0.03847305104136467,0.10901522263884544,0,14.61,{'Drone1': 'Goal Reached'},20,0.4604610321225425
423,434.08978194993654,-0.06557388510555029,0.015044161584228277,0,18.79,{'Drone1': 'Goal Reached'},25,0.18085698347980372
424,402.12882672633117,-0.06942083314061165,0.02868611551821232,0,18.66,{'Drone1': 'Goal Reached'},25,0.44694218642399
425,460.23072967950355,-0.07400245126336813,0.003461645101197064,0,18.32,{'Drone1': 'Goal Reached'},26,0.28264782810298195
426,461.04269875242005,-0.06661769933998585,0.03988376259803772,0,23.26,{'Drone1': 'Goal Reached'},34,0.4420600586144425
427,442.88163577974547,-0.07150566764175892,0.03591748094186187,0,17.80,{'Drone1': 'Goal Reached'},24,0.21549422091302553
428,399.3816726461317,-0.03863313468173146,0.0616048201918602,0,16.37,{'Drone1': 'Goal Reached'},21,0.20556622543847924
429,412.8938461751434,-0.050407739356160164,0.01622079685330391,0,16.55,{'Drone1': 'Goal Reached'},21,0.17222788311111165
430,393.8388772723614,-0.05632282141596079,0.0037890345556661487,0,16.51,{'Drone1': 'Goal Reached'},21,0.3664246849691407
431,538.9710403942433,-0.04538596305064857,0.13599267043173313,0,23.22,{'Drone1': 'Goal Reached'},34,0.28788765321855597
432,378.93461688757407,-0.04257574304938316,0.031799758318811655,0,16.94,{'Drone1': 'Goal Reached'},22,0.4727907815849368
433,603.8333653900654,-0.02399322111159563,0.3051581308245659,0,33.37,{'Drone1': 'Goal Reached'},50,0.47985774865981795
434,382.3688154452174,-0.07622804120182991,0.023444534745067358,0,17.18,{'Drone1': 'Goal Reached'},24,0.4585405301578466
435,400.8365657624635,-0.07292701303958893,0.00783604709431529,0,17.15,{'Drone1': 'Goal Reached'},24,0.30875719010813935
436,403.2519873016074,-0.07200660742819309,0.0355270029976964,0,20.24,{'Drone1': 'Goal Reached'},29,0.4023462106362412
437,371.14080495820326,-0.07894969172775745,0.0452364650554955,0,15.95,{'Drone1': 'Goal Reached'},22,0.43583300425932486
438,679.070030821612,0.12965376675128937,0.3825191333889961,0,40.56,{'Drone1': 'Goal Reached'},61,0.45385692273069655
439,395.01823280059807,-0.0686737708747387,0.037406123243272305,0,17.39,{'Drone1': 'Goal Reached'},23,0.22489449812075782
440,648.1814895588252,-0.06004002317786217,0.27076250314712524,2,37.21,{'Drone1': 'Goal Reached'},53,0.16540337822992265
441,491.60967131806365,0.7601876892149448,0.05778537318110466,0,23.21,{'Drone1': 'Goal Reached'},34,0.3859779780472493
442,425.40816715956544,-0.037566788494586945,0.0700495345517993,6,25.92,{'Drone1': 'Goal Reached'},34,0.17077061415448816
443,415.0439434541859,-0.07572474516928196,0.015950262313708663,3,25.60,{'Drone1': 'Goal Reached'},34,0.44897666852060353
444,707.049858101399,-0.04847083054482937,0.322456419467926,0,42.84,{'Drone1': 'Goal Reached'},63,0.3042394555941865
445,433.0763881630745,0.0770906614488922,0.06363447289913893,8,32.77,{'Drone1': 'Goal Reached'},45,0.37528493934160956
446,482.33524411131015,-0.06904199905693531,0.09105113707482815,2,30.23,{'Drone1': 'Goal Reached'},42,0.4073168545389057
447,442.90466832975847,-0.06771058961749077,0.053285625763237476,2,31.78,{'Drone1': 'Goal Reached'},45,0.39744432667020885
