Episode,Total Reward,Actor Loss,Critic Loss,Collision Count,Completion Time,Termination State,Step Count,Distance To Goal
52,212.0262183921355,0.47446699906140566,0.3066773805767298,4,80.92,{'Drone1': 'Timeout'},120,3.8115259195641853
53,243.04932159840848,0.10254525070195086,0.28829620964825153,17,81.36,{'Drone1': 'Timeout'},120,5.297306520368901
54,438.4874162717868,0.19924221560359,0.6966517120599747,4,41.44,{'Drone1': 'Goal Reached'},60,0.2740814042193183
55,116.62905084115584,0.11295742425136268,0.14217193238437176,50,87.34,{'Drone1': 'Timeout'},120,13.247860258087272
56,218.41611884038934,0.471788557828404,0.15271740313619375,23,82.24,{'Drone1': 'Timeout'},120,8.537610448018684
57,430.7470617221799,0.2355068363249302,0.6365674734115601,0,22.16,{'Drone1': 'Goal Reached'},30,0.40074177348176027
58,109.55553990363015,0.0478134632576257,0.24826596677303314,28,86.11,{'Drone1': 'Timeout'},120,11.701308381673805
59,386.8410689209013,2.1432619094848633,0.5927876830101013,0,17.01,{'Drone1': 'Goal Reached'},24,0.4668214327286809
60,68.57763244360852,0.04876773344585672,0.08529951516538858,54,88.32,{'Drone1': 'Timeout'},120,15.630896305562846
61,160.90018610780163,-0.06680333701660857,0.1429291870445013,38,84.51,{'Drone1': 'Timeout'},120,11.357716978738642
62,427.2791053614461,2.916623115539551,1.3304221034049988,0,28.96,{'Drone1': 'Goal Reached'},41,0.4360694355332944
63,102.71338043125303,-0.06576676806434989,0.04475758853368461,36,84.22,{'Drone1': 'Timeout'},120,8.673129367868553
64,240.48684335339667,0.05536754400236532,0.41412173211574554,10,79.24,{'Drone1': 'Timeout'},120,7.858801983326883
65,220.7785858645928,0.2941408066544682,0.2039520964026451,4,78.77,{'Drone1': 'Timeout'},120,7.294695596435261
66,308.83231277954843,1.0092977210879326,0.8599768429994583,0,78.17,{'Drone1': 'Timeout'},120,4.1640441560251364
67,295.532375419105,0.026381890755146742,0.22743328474462032,10,81.68,{'Drone1': 'Timeout'},120,2.26824755040396
68,552.8416305494807,1.132384056225419,0.5463491603732109,0,52.70,{'Drone1': 'Goal Reached'},79,0.3071453024124304
69,111.60312873831523,0.09401686710771173,0.4171401485800743,10,79.02,{'Drone1': 'Timeout'},120,9.5855999033439
70,119.24400828527988,0.17324145790189505,0.2561756484210491,9,79.38,{'Drone1': 'Timeout'},120,9.562173874040644
71,196.2309531720985,0.33413269370794296,0.5374756716191769,0,77.10,{'Drone1': 'Timeout'},120,8.86481545311915
72,387.4705053737097,0.8361997753381729,0.6050273701548576,0,78.30,{'Drone1': 'Timeout'},120,3.3938391221116557
73,733.8687924301555,-0.26725888065993786,0.3950935145840049,0,44.71,{'Drone1': 'Goal Reached'},66,0.07801882361813395
74,275.13761508093944,0.17485835240222514,0.3823997713625431,9,78.88,{'Drone1': 'Timeout'},120,5.200884087294356
75,328.16764996480487,-0.03382425336167216,0.14192624483257532,3,78.40,{'Drone1': 'Timeout'},120,2.9632983886473547
76,316.1625687736207,0.17150998394936323,0.415852976962924,0,76.98,{'Drone1': 'Timeout'},120,4.009213043324772
77,322.2125502652012,0.3896906180307269,0.45578714460134506,0,77.13,{'Drone1': 'Timeout'},120,5.445455557555181
78,870.5670752139271,1.0185103937983513,1.1161439716815948,0,65.66,{'Drone1': 'Goal Reached'},102,0.21708385613438244
79,280.43947447898825,0.3593974635004997,0.6193449459969997,25,83.92,{'Drone1': 'Timeout'},120,6.626109456349343
80,376.848715379303,0.18769482523202896,0.15168763883411884,0,14.04,{'Drone1': 'Goal Reached'},19,0.30165481882840045
81,91.4944150674989,0.26172667555511,0.38195598870515823,18,82.16,{'Drone1': 'Timeout'},120,10.413318102633898
82,46.62902819752657,0.08795179810840636,0.0957101141102612,66,88.95,{'Drone1': 'Timeout'},120,16.247246910022085
83,308.9716260100275,-0.034668740117922425,0.10559216421097517,13,80.57,{'Drone1': 'Timeout'},120,10.059071291049923
84,429.68858224499024,0.15125839784741402,1.1040866523981094,0,30.20,{'Drone1': 'Goal Reached'},45,0.4901545705222929
85,424.33274283643135,-0.028869088273495436,0.13746649120002985,0,78.21,{'Drone1': 'Timeout'},120,5.339164547745312
86,377.90892201800233,0.18622555118054152,0.40031395480036736,3,78.92,{'Drone1': 'Timeout'},120,1.714686812281979
87,447.43110807631757,0.5266319066286087,0.3291126936674118,0,25.24,{'Drone1': 'Goal Reached'},37,0.40472390336947306
88,564.5669134546521,0.543903112411499,0.32522857934236526,0,42.61,{'Drone1': 'Goal Reached'},64,0.4380489545455619
89,408.3534166778478,-0.041775661520659924,0.07549826800823212,0,17.86,{'Drone1': 'Goal Reached'},25,0.3043527566525686
90,227.98349109760696,0.03808405436575413,0.4314860813319683,11,80.51,{'Drone1': 'Timeout'},120,2.527564669402335
91,257.8236568138255,0.3159623444080353,0.25286732241511345,20,82.94,{'Drone1': 'Timeout'},120,1.014899332397054
92,170.939596029653,10.401737459003925,0.6742740720510483,13,81.88,{'Drone1': 'Timeout'},120,5.027097794812858
93,754.3162996434143,0.06293893919792026,0.7524676658213139,7,55.85,{'Drone1': 'Goal Reached'},83,0.4190709807127695
94,424.7783652649568,-0.06639950908720493,0.10548852011561394,0,22.07,{'Drone1': 'Goal Reached'},32,0.4857722406488955
95,434.487036009324,-0.07356910966336727,0.029686804860830307,0,20.87,{'Drone1': 'Goal Reached'},30,0.3685856284119134
96,419.9441301128297,-0.05941529851406813,0.036895737051963806,0,22.11,{'Drone1': 'Goal Reached'},30,0.4015744692762608
97,521.7929348345875,0.016349516343325377,0.0746742207556963,0,28.33,{'Drone1': 'Goal Reached'},42,0.4339049189086142
98,699.8838782958105,-0.03884101891890168,0.29923895467072725,0,49.57,{'Drone1': 'Goal Reached'},74,0.3015602286501937
99,484.7909245202636,0.49835205916315317,0.6240456774830818,0,78.12,{'Drone1': 'Timeout'},120,0.9681352192542039
100,287.5941275029996,0.11977087892591953,0.3047324884682894,6,79.35,{'Drone1': 'Timeout'},120,4.7273902180765885
101,282.8685991080254,0.1072686561383307,0.19995174929499626,11,82.32,{'Drone1': 'Timeout'},120,6.308529594767706
102,578.6787257379175,0.6377596855163574,0.6526294052600861,4,42.28,{'Drone1': 'Goal Reached'},60,0.17078060587454139
103,558.8942222215593,0.26299992576241493,0.4009475111961365,8,79.37,{'Drone1': 'Timeout'},120,2.1442008368229004
104,668.5248737316833,15.879489101469517,0.7071176767349243,3,48.57,{'Drone1': 'Goal Reached'},73,0.31308386605605604
105,406.8615513795253,0.08396991924382746,0.12402043677866459,0,19.03,{'Drone1': 'Goal Reached'},27,0.4174011563029401
106,498.38960796314484,-0.008220130228437483,0.16645708307623863,0,23.31,{'Drone1': 'Goal Reached'},34,0.4450753630472664
107,512.5245395595745,-0.05605902709066868,0.051089306361973286,0,22.08,{'Drone1': 'Goal Reached'},32,0.16255446766448167
108,391.90673559184836,-0.020774132455699146,0.08359950874000788,0,16.52,{'Drone1': 'Goal Reached'},23,0.3799066185154719
109,606.1316279251826,0.0174263424705714,0.21618353575468063,1,26.98,{'Drone1': 'Goal Reached'},39,0.07543514662390557
110,409.3337024416055,-0.043706188909709454,0.00947608845308423,0,17.78,{'Drone1': 'Goal Reached'},23,0.4813010970402934
111,678.7481519915832,0.5875285700312816,0.37477722205221653,0,47.58,{'Drone1': 'Goal Reached'},73,0.3560487792602424
112,375.8349286729875,0.1971346284262836,0.6218076273798943,0,77.07,{'Drone1': 'Timeout'},120,2.341508828307476
113,494.53866924324893,-0.07895833998918533,0.10950487107038498,0,23.31,{'Drone1': 'Goal Reached'},32,0.36224075616079066
114,770.1482847452246,0.10588493850082159,0.2534355204552412,0,47.62,{'Drone1': 'Goal Reached'},73,0.39886993613494615
115,416.70068137875023,-0.07072850503027439,0.22317935898900032,0,19.56,{'Drone1': 'Goal Reached'},28,0.2858918718741072
116,382.0223265202187,-0.03473873995244503,0.15291972644627094,0,15.19,{'Drone1': 'Goal Reached'},21,0.41143423387075345
117,519.8748322537367,-0.0008310944540426135,0.23249635472893715,0,29.51,{'Drone1': 'Goal Reached'},42,0.32766270658306673
118,379.6938072003801,-0.051995839923620224,0.06541030295193195,0,15.28,{'Drone1': 'Goal Reached'},21,0.47103101020349236
119,473.22078523961716,0.12465126719325781,0.13813381269574165,1,22.74,{'Drone1': 'Goal Reached'},32,0.442749300840453
120,491.9722194895743,-0.06470402982085943,0.01766470563597977,0,16.48,{'Drone1': 'Goal Reached'},23,0.08058865045729849
121,598.4608025502912,0.26767605100758374,0.5413367636501789,12,81.27,{'Drone1': 'Timeout'},120,1.1158368505284695
122,432.8902694308698,-0.0609068451449275,0.023252910003066063,0,19.05,{'Drone1': 'Goal Reached'},25,0.4418028143966279
123,580.408885059476,-0.07461202330887318,0.03741036681458354,0,17.70,{'Drone1': 'Goal Reached'},25,0.05047338691397107
124,580.595927036019,0.11247684434056282,0.4945990666747093,0,33.90,{'Drone1': 'Goal Reached'},51,0.33188565849491825
125,484.144970726192,0.17649078369140625,0.2673981748521328,0,31.44,{'Drone1': 'Goal Reached'},47,0.3678385081939834
126,997.9705097401506,0.30233496765140444,0.3339534681290388,0,67.87,{'Drone1': 'Goal Reached'},103,0.3429793831665999
127,845.8652727283907,0.22596140205860138,0.2682692389935255,0,54.76,{'Drone1': 'Goal Reached'},82,0.40699192860738076
128,553.3198325189147,0.05694516375660896,0.4162871167063713,0,15.26,{'Drone1': 'Goal Reached'},21,0.04886157045917602
129,378.9850303968848,0.11457028239965439,0.1608018334954977,0,15.53,{'Drone1': 'Goal Reached'},20,0.31342651594706605
130,363.509466933706,0.09972818475216627,0.06607550382614136,0,15.05,{'Drone1': 'Goal Reached'},19,0.3863643158678265
131,496.4662074655298,-0.029841048177331686,0.15094744600355625,0,20.74,{'Drone1': 'Goal Reached'},30,0.15534375074344595
132,495.7148425129095,-0.07306540943682194,0.01889132522046566,0,22.13,{'Drone1': 'Goal Reached'},30,0.3849929699313896
133,963.8798952035479,0.2632367799524218,0.501977663487196,0,63.79,{'Drone1': 'Goal Reached'},99,0.3213294456216925
134,370.9396712597304,0.08199439197778702,0.2992444410920143,0,16.55,{'Drone1': 'Goal Reached'},21,0.4949535137175637
135,485.2748530019291,0.08997142873704433,0.20289545133709908,0,29.34,{'Drone1': 'Goal Reached'},42,0.48576782528518714
136,383.00616123239473,0.01807931181974709,0.1072065606713295,0,16.49,{'Drone1': 'Goal Reached'},21,0.29110926009653965
137,425.31341059184444,-0.06197294220328331,0.01227603736333549,0,17.02,{'Drone1': 'Goal Reached'},24,0.3006511334309394
138,433.4275976043167,-0.04240755271166563,0.0890140775591135,2,22.91,{'Drone1': 'Goal Reached'},31,0.2891085228130586
139,562.5459094459511,-0.04528102092444897,0.18129077181220055,0,30.58,{'Drone1': 'Goal Reached'},44,0.23129787396957016
140,582.1557763353851,-0.07195047847926617,0.09145630337297916,0,28.34,{'Drone1': 'Goal Reached'},42,0.4871664212613057
141,485.26468582222674,-0.07533396407961845,0.07283719070255756,0,24.69,{'Drone1': 'Goal Reached'},34,0.3964033838783933
142,521.464185988798,-0.0625925250351429,0.12490752339363098,0,27.06,{'Drone1': 'Goal Reached'},40,0.3127266293217071
143,752.6346916956996,0.5360312517732382,0.3775922805070877,0,53.09,{'Drone1': 'Goal Reached'},80,0.4233250233762397
144,646.0836395986071,-0.03083656169474125,0.313554247841239,0,46.61,{'Drone1': 'Goal Reached'},69,0.3656021132093413
145,322.12618593359707,0.44797508977353573,0.6382237337529659,1,78.71,{'Drone1': 'Timeout'},120,2.7251515057864633
146,326.75532660618904,0.16082724835723639,0.39813683554530144,0,77.34,{'Drone1': 'Timeout'},120,4.072136116683972
147,517.0104068896488,0.5580808992672246,0.3905520513653755,2,78.81,{'Drone1': 'Timeout'},120,1.460599382214939
148,412.31179688912925,-0.02696518460288644,0.08752963691949844,0,17.61,{'Drone1': 'Goal Reached'},25,0.4841700240097597
149,527.5560215126354,-0.0766078494489193,0.1642102487385273,0,30.86,{'Drone1': 'Goal Reached'},44,0.35086533998707753
150,393.82583026978534,0.010184507467783988,0.12488134950399399,0,16.99,{'Drone1': 'Goal Reached'},22,0.34057206015407865
151,713.3142965856996,0.0022815028205513954,0.3387603107839823,0,48.21,{'Drone1': 'Goal Reached'},74,0.4130800326644371
152,606.6042777779733,-0.04826824739575386,0.16156351566314697,0,32.05,{'Drone1': 'Goal Reached'},48,0.4125315755820189
153,1177.9848237851375,0.2895744366105646,0.33994772285223007,0,71.94,{'Drone1': 'Goal Reached'},112,0.44464062910216223
154,398.5265151632864,0.17757432535290718,0.47068098932504654,0,14.49,{'Drone1': 'Goal Reached'},20,0.18190611635648798
155,454.38404354543593,0.47175197303295135,0.5793387144804001,0,76.98,{'Drone1': 'Timeout'},120,3.858576006246435
156,546.9875538508504,0.0910754818469286,0.22326502948999405,0,29.97,{'Drone1': 'Goal Reached'},43,0.38582903634482957
157,687.0517838215019,0.06320959702134132,0.31667431630194187,3,48.42,{'Drone1': 'Goal Reached'},72,0.2629861858796402
158,374.2606497232976,0.3220013529062271,0.46046310663223267,0,15.89,{'Drone1': 'Goal Reached'},20,0.38632841351256886
159,409.40930196330953,0.16011379845440388,0.11875142343342304,0,18.38,{'Drone1': 'Goal Reached'},24,0.31902111487915147
160,484.05181736831247,0.03317153244279325,0.05175134213641286,0,16.00,{'Drone1': 'Goal Reached'},22,0.08143709483755195
161,557.375501664125,0.10156412795186043,0.37417690455913544,0,32.74,{'Drone1': 'Goal Reached'},47,0.4567480616416219
162,414.5737559854997,-0.0766075886785984,0.02247882727533579,0,18.20,{'Drone1': 'Goal Reached'},26,0.4932130053814017
163,388.4825492151358,-0.04641888290643692,0.010784809943288565,0,16.50,{'Drone1': 'Goal Reached'},21,0.34423418924879495
164,601.3054721823812,0.786855410784483,0.8350163511931896,0,78.25,{'Drone1': 'Timeout'},120,1.482083163117647
165,527.8050406626793,0.35530225932598114,0.6181451939046383,3,78.07,{'Drone1': 'Timeout'},120,2.4344457979396887
166,372.9332771269637,-0.006366697722114623,0.24288055673241615,0,16.00,{'Drone1': 'Goal Reached'},20,0.2900900021399759
167,402.86923008100945,-0.06962662562727928,0.12490594200789928,0,18.76,{'Drone1': 'Goal Reached'},25,0.4909907679113136
168,480.9151229410163,-0.020059913396835327,0.14507513865828514,4,30.58,{'Drone1': 'Goal Reached'},42,0.45201712803183663
169,519.0267532272853,0.09706241171807051,0.17003456875681877,0,29.60,{'Drone1': 'Goal Reached'},44,0.3541371244661279
170,361.0890350447199,0.12620458751916885,0.23377582430839539,0,15.33,{'Drone1': 'Goal Reached'},19,0.4640441815843421
171,491.6326846692298,-0.072335010394454,0.09662300534546375,0,24.18,{'Drone1': 'Goal Reached'},34,0.1937695051954882
172,477.1312666523452,-0.08211904391646385,0.07673049718141556,0,23.18,{'Drone1': 'Goal Reached'},33,0.41453882251568824
173,411.53849909837754,0.08301213383674622,0.1433645561337471,0,14.02,{'Drone1': 'Goal Reached'},19,0.16322814427544116
174,495.5429171703004,-0.08237236924469471,0.06700947228819132,0,22.76,{'Drone1': 'Goal Reached'},33,0.4264006576050436
175,543.9395053281697,-0.036072068847715855,0.13243484869599342,0,28.33,{'Drone1': 'Goal Reached'},42,0.38891038619188356
176,418.99996665220044,-0.020040914649143815,0.26955022290349007,0,14.54,{'Drone1': 'Goal Reached'},20,0.15666868070887974
177,380.9800941165122,0.019515637308359146,0.10008072759956121,0,15.23,{'Drone1': 'Goal Reached'},21,0.38590065394758144
178,408.96546167579015,-0.0756523571908474,0.05637291260063648,0,17.71,{'Drone1': 'Goal Reached'},25,0.4598053403400524
179,1029.3180120996672,0.4115422936156392,0.4254790134727955,0,64.19,{'Drone1': 'Goal Reached'},98,0.3722755112790402
180,429.6995821027381,-0.0598520627245307,0.09644946083426476,0,19.67,{'Drone1': 'Goal Reached'},26,0.25013093817699483
181,381.82533079487615,0.01920737698674202,0.09298957325518131,0,15.29,{'Drone1': 'Goal Reached'},21,0.32115770102044106
182,714.0809481166759,0.2632264601998031,0.6333150081336498,0,77.05,{'Drone1': 'Timeout'},120,2.623910842171182
183,622.1394805552846,-0.037459501065313816,0.16568409651517868,0,32.24,{'Drone1': 'Goal Reached'},47,0.43536530901322357
184,403.7692138575195,-0.05321148596704006,0.1471907813102007,0,18.37,{'Drone1': 'Goal Reached'},24,0.4775113610745512
185,408.8427300081252,-0.055767460726201534,0.05577968992292881,0,17.62,{'Drone1': 'Goal Reached'},25,0.3131084112622373
186,436.4976142768629,-0.04832853842526674,0.020342696458101273,0,15.91,{'Drone1': 'Goal Reached'},22,0.16953048363217876
187,389.8859146887292,-0.07522242795675993,0.02477294858545065,0,18.04,{'Drone1': 'Goal Reached'},24,0.47371936421326993
188,733.4302341767816,0.5759962871670723,0.5579601041972637,0,55.06,{'Drone1': 'Goal Reached'},83,0.2624164015325423
189,392.098061052249,-0.05247532017529011,0.11890516616404057,0,18.25,{'Drone1': 'Goal Reached'},24,0.39348134597886125
190,364.0474372697856,-0.010424688691273332,0.05442121345549822,0,13.98,{'Drone1': 'Goal Reached'},19,0.43718048002009935
191,423.3129483637338,-0.0774004552513361,0.024090390419587493,0,18.85,{'Drone1': 'Goal Reached'},25,0.31880541001442686
192,413.5056013182157,-0.027416859986260533,0.01615791057702154,0,15.20,{'Drone1': 'Goal Reached'},21,0.16577710120068898
193,679.1138822075413,0.35633102618157864,0.7240793257951736,0,44.47,{'Drone1': 'Goal Reached'},68,0.3983706677325253
194,368.0310373603404,-0.02621398842893541,0.10498176887631416,0,15.86,{'Drone1': 'Goal Reached'},20,0.3327507750353198
195,532.1431239512037,-0.06060163676738739,0.0221585207618773,0,14.54,{'Drone1': 'Goal Reached'},20,0.05546278254253172
196,575.5968987309338,-0.06952308863401413,0.16625630855560303,0,23.92,{'Drone1': 'Goal Reached'},35,0.10669220517306388
197,368.2172522900828,-0.00796643685316667,0.11302192136645317,0,13.95,{'Drone1': 'Goal Reached'},19,0.39279692946940037
198,367.6820847111427,-0.054755713790655136,0.021251926431432366,0,16.58,{'Drone1': 'Goal Reached'},21,0.4598256167438914
199,368.1077081486246,-0.05743671581149101,0.006473159184679389,0,14.68,{'Drone1': 'Goal Reached'},20,0.40658675130846256
200,406.530228469504,-0.06621020846068859,0.11614684946835041,0,20.18,{'Drone1': 'Goal Reached'},29,0.3787552146550391
201,491.4310901354616,-0.02890189364552498,0.047168382443487644,0,23.04,{'Drone1': 'Goal Reached'},32,0.37211727104109676
202,597.8133039802944,-0.027623047586530447,0.13032329268753529,0,27.60,{'Drone1': 'Goal Reached'},41,0.2505662798620192
203,406.293276136072,-0.04820655379444361,0.24075573310256004,0,16.67,{'Drone1': 'Goal Reached'},23,0.24573875099038864
204,465.3851198637253,0.017432079650461674,0.11209667660295963,0,25.80,{'Drone1': 'Goal Reached'},38,0.47879010737036715
205,579.2141907487861,-0.06761626061052084,0.12285279482603073,0,30.83,{'Drone1': 'Goal Reached'},44,0.40360867247554166
206,532.0373620459652,-0.07225394435226917,0.06979024689644575,0,24.56,{'Drone1': 'Goal Reached'},36,0.17229917117201718
207,401.42309264499437,0.06191037967801094,0.17279683612287045,0,13.90,{'Drone1': 'Goal Reached'},19,0.17614756199747172
208,559.6900735857786,-0.07275076769292355,0.06356776971369982,0,22.66,{'Drone1': 'Goal Reached'},33,0.09251740535224894
209,384.52486749456943,-0.010758624179288745,0.04260147036984563,0,15.81,{'Drone1': 'Goal Reached'},22,0.41873305254851734
210,404.0638846071071,-0.020113523190957494,0.013644838472828269,0,17.14,{'Drone1': 'Goal Reached'},24,0.4224548374553773
211,359.7588064861371,0.0016184906708076596,0.0035477355704642832,0,15.26,{'Drone1': 'Goal Reached'},19,0.478795425233155
212,378.5517069273586,-0.0773328747600317,0.013681300450116396,0,15.77,{'Drone1': 'Goal Reached'},22,0.4724444327216494
213,431.33496564315953,-0.0734432265162468,0.03155521070584655,0,20.35,{'Drone1': 'Goal Reached'},27,0.43948675549344124
214,710.0372361591158,1.211105588823557,0.31526885367929935,0,49.04,{'Drone1': 'Goal Reached'},75,0.4359813143692177
215,370.8653371229492,-0.00844006973784417,0.26796866208314896,0,15.23,{'Drone1': 'Goal Reached'},21,0.4119316855897612
216,508.58257756671014,-0.06732009164988995,0.026469367556273937,0,23.26,{'Drone1': 'Goal Reached'},34,0.3986134418716184
217,683.2502392571,-0.03814945695921779,0.19496667757630348,0,38.31,{'Drone1': 'Goal Reached'},56,0.3489074239031217
218,403.90008057873916,-0.015432000102009624,0.1914977990090847,0,19.51,{'Drone1': 'Goal Reached'},28,0.44738200297290887
219,411.92724464683164,-0.07574569247663021,0.047076151706278324,0,19.69,{'Drone1': 'Goal Reached'},26,0.3976372249416986
220,502.6241645771006,-0.07235747948288918,0.12231436930596828,0,23.97,{'Drone1': 'Goal Reached'},35,0.18551885691311223
221,513.7233367307797,-0.08101973310112953,0.030781358014792204,0,21.52,{'Drone1': 'Goal Reached'},31,0.12932835981786336
222,358.1055130712853,0.013760636793449521,0.1696284357458353,0,14.56,{'Drone1': 'Goal Reached'},20,0.48957996060368414
223,447.61883811144503,-0.0779305212199688,0.09019248001277447,0,20.17,{'Drone1': 'Goal Reached'},29,0.2746218913104305
224,434.2932948601913,-0.07666645012795925,0.034028273075819016,0,19.51,{'Drone1': 'Goal Reached'},28,0.31406422035626075
